Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_middle,BB_upper,BB_lower,Volume_SMA,Daily_Return,Log_Return,Volatility,Close_to_Open,High_to_Low
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2010-01-04,-0.8983165625404309,-0.8981131654029028,-0.8992417912917059,-0.8987271489569904,1.0670830618319802,-1.0300173641868395,-1.0238457257382112,-0.8965605542093491,-0.8944384089929389,-0.2025491094925392,-0.2201318761074196,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.05965336582413062,-0.05054948218262637,-2.2218307375481063,0.17432547313092242,-0.8164278326312743
2010-01-05,-0.8980810086876214,-0.8974276022289251,-0.8986805322112582,-0.8979818138774819,1.5531964206035893,-1.0300173641868395,-1.0238457257382112,-0.8965242061195532,-0.8944208313048879,-0.2019158043844711,-0.21999629714854466,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,0.035945486416191504,0.04490801579832516,-2.2218307375481063,-0.09263503713015457,-0.7398224607349363
2010-01-06,-0.900252015384028,-0.8976539868932766,-0.9002933685228367,-0.8981219265809205,1.3296552410224842,-1.0300173641868395,-1.0238457257382112,-0.8968284560110281,-0.8945665622663408,-0.2072637650207566,-0.22103273385029876,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.9392295781518127,-0.9366500957712163,-2.2218307375481063,-1.154080275113134,0.0551570366835614
2010-01-07,-0.900500387875682,-0.8996856160644389,-0.9013901942693088,-0.8997974248798595,0.9924938401412907,-1.0300173641868395,-1.0238457257382112,-0.8971242243485906,-0.8947200325925342,-0.21206780343156498,-0.22289033935051247,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.16190711375362413,-0.15283486573872318,-2.2218307375481063,-0.4136306642921917,-0.4972226205334456
2010-01-08,-0.8996089924581612,-0.899685564100778,-0.9013836727998081,-0.9007210964969944,0.8598362550729811,-1.0300173641868395,-1.0238457257382112,-0.8972369394904438,-0.8947956163244409,-0.2133265891730049,-0.22464590659251885,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,0.30800965294776256,0.31567104225154924,-2.2218307375481063,0.5503010041320485,-0.5009823932226379
2010-01-11,-0.9007996005637933,-0.8990566461223315,-0.9017772738074028,-0.8991285220211512,0.9255296299797101,-1.0300173641868395,-1.0238457257382112,-0.8975160354395907,-0.8949544477719543,-0.2173910408151071,-0.22692048462010456,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.547485539493361,-0.5402444648052434,-2.2218307375481063,-0.9211626491296373,0.09924165544236067
2010-01-12,-0.9023212204710769,-0.9010881683055568,-0.9030868971421971,-0.9014282337032864,1.5197394805773505,-1.0300173641868395,-1.0238457257382112,-0.8979869932633626,-0.8952150614650995,-0.22449729654061307,-0.23026146550382623,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.6886612051289542,-0.6827725741550439,-2.2218307375481063,-0.5207390906661307,-0.3335346381609119
2010-01-13,-0.900455800427408,-0.9003585999026337,-0.9045836708259518,-0.9022691406921661,1.5711139394442677,-1.0300173641868395,-1.0238457257382112,-0.8980976448540562,-0.8953171675733713,-0.22479942513640014,-0.23299893037829522,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,0.7203470703729191,0.723524130653474,-2.2218307375481063,0.9344048226022886,0.9987137285205135
2010-01-14,-0.901232555393986,-0.9006542287811344,-0.9014095453422293,-0.9008421782089482,0.7937024917116005,-1.0300173641868395,-1.0238457257382112,-0.8983111334392824,-0.8954696738967471,-0.22687093770333913,-0.235632374963538,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.3799255208073897,-0.3715549151494225,-2.2218307375481063,-0.25036224830575254,-1.055497937149602
2010-01-15,-0.9034608570624383,-0.899937157812041,-0.9034417341088069,-0.90031976439803,1.5179779267587445,-1.0300173641868395,-1.0238457257382112,-0.8988356247265896,-0.8957771655652065,-0.23420771055340497,-0.2393097985638894,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.9837805641671343,-0.9819118186392717,-2.2218307375481063,-1.7103117676739998,0.5634574721148399
2010-01-19,-0.8976607613812005,-0.8976791441591503,-0.9025578386779359,-0.9019760619140718,2.1288596259967636,-1.0300173641868395,-1.0238457257382112,-0.8983844178279644,-0.8956290606929503,-0.22400109802157517,-0.24006668969534253,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,2.38665974553071,2.3417237768242463,-2.2218307375481063,2.2778638184828117,1.3772764891627065
2010-01-20,-0.8997681294450457,-0.8974527158774521,-0.9010997984615877,-0.8977842868525033,1.5992484704328611,-1.0300173641868395,-1.0238457257382112,-0.898327813326197,-0.8956491842575588,-0.22142582238368486,-0.2401208835200917,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-0.9108258607843254,-0.9078125832706228,-2.2218307375481063,-1.0749395788441702,0.644242740048544
2010-01-21,-0.902098364040669,-0.8988616023651531,-0.902577206316631,-0.8995871221427624,1.5812806214830797,-1.0300173641868395,-1.0238457257382112,-0.898639493481651,-0.895841705817969,-0.22545805651326364,-0.2410274656378505,-3.073491269070901,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-1.0155559627073378,-1.0142168042819821,-2.2218307375481063,-1.3681899445934222,0.6875711208276827
2010-01-22,-0.9086688205211179,-0.9025159297115761,-0.909061004327691,-0.902963499524667,2.8108326043428113,-1.0300173641868395,-1.0238457257382112,-0.8999171037009377,-0.8965102723820001,-0.24602133405212595,-0.24615495030085777,-1.3388446071828142,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-2.802380013166965,-2.8618980801623626,-2.2218307375481063,-3.1343877496804216,2.4659212832529924
2010-01-25,-0.905281719961944,-0.9042770399265055,-0.9071061876690416,-0.9056836900955122,3.637378821087311,-1.0300173641868395,-1.0238457257382112,-0.9004754982532538,-0.896876560569186,-0.25253026712033017,-0.25165038071399487,-0.9304346346340931,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,1.4280216801012238,1.416562184562411,-2.2218307375481063,0.177733149910093,0.1534095275857786
2010-01-26,-0.903454483097812,-0.8986100302035366,-0.9055642788783194,-0.9034922537397276,7.238724612900026,-1.0300173641868395,-1.0238457257382112,-0.9006660267780249,-0.8970793627669696,-0.2521476023161595,-0.2559648035581837,-0.7675422278361743,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,0.7218764076712226,0.7250312470496794,-2.2218307375481063,-0.02297375327396266,2.6589110042554025
2010-01-27,-0.9022193986589786,-0.9005787737989549,-0.9075320665941444,-0.9029189744546656,6.589189389870881,-1.0300173641868395,-1.0238457257382112,-0.9006366585232646,-0.8971749771206516,-0.24796194681207398,-0.2585202700851413,-0.4871935454818117,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,0.4612443128493943,0.46759088182129466,-2.2218307375481063,0.33566885910081645,2.692836450631206
2010-01-28,-0.9076884017276029,-0.9037739148425629,-0.908067523428948,-0.9041420852313186,4.121818703731244,-1.0300173641868395,-1.0238457257382112,-0.9014557250957296,-0.8976716212518876,-0.2588689078876921,-0.2628996227791338,-0.8501467234169692,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-2.3446845380919186,-2.3826969213088756,-2.2218307375481063,-1.9825843979757674,1.0573471988220076
2010-01-29,-0.9122915254399524,-0.9058495047376068,-0.9135190701564867,-0.9065947227469597,4.447391596991466,-1.0300173641868395,-1.0238457257382112,-0.9028590850449292,-0.8984749749091889,-0.27914828778111805,-0.27074454664631314,-1.1719446141681515,-1.0300173641868395,-1.0247256548913772,-1.0345609434833816,-1.3205301823707563,-2.065805239888487,-2.092738213504119,-2.2218307375481063,-3.2191375633647747,3.2673275645483204
2010-02-01,-0.9105915658409433,-0.9097490621325085,-0.9128416095863263,-0.9121433682755982,2.2181452395455374,-0.8976765973381423,-1.0238457257382112,-0.9037842243232216,-0.8990919651429814,-0.2895932902891942,-0.2792565683919257,-0.9691271159860666,-0.8976765973381423,-0.8930557286532307,-0.9016467768787151,2.813977794360001,0.7091199790536564,0.7124589077115551,-2.2218307375481063,0.8555464695249808,0.31111915615351216
2010-02-02,-0.9098721361505216,-0.909547795823636,-0.9114996936779499,-0.9098882164384259,1.9865638250352236,-0.8982566015914764,-1.0238457257382112,-0.9044560199741497,-0.8996095665385796,-0.2948504968823917,-0.2871916568882313,-0.8299489273976949,-0.8982566015914764,-0.8933105944766259,-0.9025983709031482,2.8671205872358128,0.26123351844456844,0.26921294538210505,0.854633035023805,-0.03771991094986066,-0.41283400895275735
2010-02-03,-0.9077266051098802,-0.9071074496824045,-0.9108287931023685,-0.9103596911062113,1.61351705636357,-0.8987407391288781,-1.0238457257382112,-0.9046933876046378,-0.8999287215562877,-0.29214909388397814,-0.29296140706009743,-0.8075664053987788,-0.8987407391288781,-0.8939092796044247,-0.9029505811721754,2.870606910365796,0.8917957262760546,0.8922262267964938,0.9177891873742829,1.4642863230652692,0.7100461332211205
